Title,URL,Image_URL,Synopsis,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographic,Duration,Rating,Score,Ranked,Popularity,Members,Favorites,texto_limpo,texto_sem_stopwords
Top wo Nerae! Gunbuster,https://myanimelist.net/anime/949/Top_wo_Nerae_Gunbuster,https://cdn.myanimelist.net/images/anime/1303/92309.jpg,"In the near future, humanity has taken its first steps towards journeying into the far reaches of the galaxy. Upon doing so they discover a huge race of insectoid aliens known as ""Space Monsters."" These aliens seem dedicated to the eradication of mankind as they near closer and closer to discovering Earth. In response, humanity develops giant fighting robots piloted by hand-picked youth from around the world. Shortly after the discovery of the aliens, Noriko Takaya, the daughter of a famous deceased space captain, enters a training school despite her questionable talents as a pilot. There, she meets her polar opposite, the beautiful and talented Kazumi Amano, and is unexpectedly made to work together with her as they attempt to overcome the trauma of war as well as their own emotions. [Written by MAL Rewrite]",OVA,6,Finished Airing,"Oct 7, 1988 to Jul 7, 1989",,,"Studio Fantasia, Tohokushinsha Film Corporation","Discotek Media, Manga Entertainment, Bandai Visual USA",Gainax,Original,"Award WinningAward Winning, ComedyComedy, DramaDrama, Sci-FiSci-Fi",,26 min. per ep.,R+ - Mild Nudity,"7.871 (scored by 5953159,531 users) 1 indicates a weighted score.",#10332 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#1831,"145,410","2,975",in the near future humanity has taken its first steps towards journeying into the far reaches of the galaxy upon doing so they discover a huge race of insectoid aliens known as space monsters these aliens seem dedicated to the eradication of mankind as they near closer and closer to discovering earth in response humanity develops giant fighting robots piloted by handpicked youth from around the world shortly after the discovery of the aliens noriko takaya the daughter of a famous deceased space captain enters a training school despite her questionable talents as a pilot there she meets her polar opposite the beautiful and talented kazumi amano and is unexpectedly made to work together with her as they attempt to overcome the trauma of war as well as their own emotions written by mal rewrite,near future humanity taken first steps towards journeying far reaches galaxy upon discover huge race insectoid aliens known space monsters aliens seem dedicated eradication mankind near closer closer discovering earth response humanity develops giant fighting robots piloted handpicked youth around world shortly discovery aliens noriko takaya daughter famous deceased space captain enters training school despite questionable talents pilot meets polar opposite beautiful talented kazumi amano unexpectedly made work together attempt overcome trauma war well emotions written mal rewrite
Uma Musume: Pretty Derby - Road to the Top,https://myanimelist.net/anime/51761/Uma_Musume__Pretty_Derby_-_Road_to_the_Top,https://cdn.myanimelist.net/images/anime/1102/135552.jpg,"After making a promise to stand on the top of the Twinkle Series with her trainer as a child, horse girl Narita Top Road has been practicing diligently ever since. After winning several races, Top Road's efforts finally pay off when she earns a chance to participate in the race she has always dreamed of: the first race of the prestigious Classic Triple Crown, the Satsuki Sho. However, winning the Satsuki Sho is no simple task. Numerous brilliant horse girls are also joining the race—including two other rising racers—the flamboyant T.M. Opera O and the reserved Admire Vega, who seeks revenge against Top Road for a previous defeat. Although triumphing in the Satsuki Sho and the rest of the Triple Crown races is far from guaranteed, there is nothing that can stop Top Road on her road to the top. [Written by MAL Rewrite]",ONA,4,Finished Airing,"Apr 16, 2023 to May 7, 2023",,,"None found, add some","None found, add some",CygamesPictures,Game,,,25 min. per ep.,PG-13 - Teens 13 or older,"7.871 (scored by 3321433,214 users) 1 indicates a weighted score.",#10342 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#3703,"48,060",168,after making a promise to stand on the top of the twinkle series with her trainer as a child horse girl narita top road has been practicing diligently ever since after winning several races top roads efforts finally pay off when she earns a chance to participate in the race she has always dreamed of the first race of the prestigious classic triple crown the satsuki sho however winning the satsuki sho is no simple task numerous brilliant horse girls are also joining the raceincluding two other rising racersthe flamboyant tm opera o and the reserved admire vega who seeks revenge against top road for a previous defeat although triumphing in the satsuki sho and the rest of the triple crown races is far from guaranteed there is nothing that can stop top road on her road to the top written by mal rewrite,making promise stand top twinkle series trainer child horse girl narita top road practicing diligently ever since winning several races top roads efforts finally pay earns chance participate race always dreamed first race prestigious classic triple crown satsuki sho however winning satsuki sho simple task numerous brilliant horse girls also joining raceincluding two rising racersthe flamboyant tm opera reserved admire vega seeks revenge top road previous defeat although triumphing satsuki sho rest triple crown races far guaranteed nothing stop top road road top written mal rewrite
Wu Dong Qian Kun 4th Season,https://myanimelist.net/anime/57183/Wu_Dong_Qian_Kun_4th_Season,https://cdn.myanimelist.net/images/anime/1323/153745.jpg,"In the world of the Great Yan Empire, strength commands respect. Lin Dong, from the banished Lin Clan, witnesses his family's downfall at the hands of Lin Langtian, a prodigy of the clan. Driven by revenge, Lin Dong seeks to avenge his family's suffering. His journey takes an unexpected turn when he discovers a mysterious talisman, unraveling a destiny beyond his imagination. (Source: WeTV)",ONA,12,Finished Airing,"Nov 25, 2023 to Dec 9, 2023",,,"Tencent Video, Yuewen Animation & Comics","None found, add some",DC Impression Vision,Web novel,"ActionAction, AdventureAdventure, FantasyFantasy",,24 min. per ep.,PG-13 - Teens 13 or older,"7.871 (scored by 13591,359 users) 1 indicates a weighted score.",#10352 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#11208,"3,105",14,in the world of the great yan empire strength commands respect lin dong from the banished lin clan witnesses his familys downfall at the hands of lin langtian a prodigy of the clan driven by revenge lin dong seeks to avenge his familys suffering his journey takes an unexpected turn when he discovers a mysterious talisman unraveling a destiny beyond his imagination source wetv,world great yan empire strength commands respect lin dong banished lin clan witnesses familys downfall hands lin langtian prodigy clan driven revenge lin dong seeks avenge familys suffering journey takes unexpected turn discovers mysterious talisman unraveling destiny beyond imagination source wetv
You Shou Yan 4th Season,https://myanimelist.net/anime/59385/You_Shou_Yan_4th_Season,https://cdn.myanimelist.net/images/anime/1805/144449.jpg,Fourth season of You Shou Yan.,ONA,12,Finished Airing,"Aug 2, 2024 to Oct 18, 2024",,,bilibili,"None found, add some",Fenz,Original,"ComedyComedy, FantasyFantasy",,6 min. per ep.,PG-13 - Teens 13 or older,7.871 (scored by 421421 users) 1 indicates a weighted score.,#10362 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#15274,"1,018",3,fourth season of you shou yan,fourth season shou yan
Zan Sayonara Zetsubou Sensei,https://myanimelist.net/anime/6377/Zan_Sayonara_Zetsubou_Sensei,https://cdn.myanimelist.net/images/anime/2/78774.jpg,"Nozomu Itoshiki is still the bizarre teacher of the even stranger Class 2-F. He attempts to teach his students the negative aspects of the world and society, only to have each circumstance thrown at his face whenever he tries. With more students and friends than before, Zetsubo-sensei's life becomes harder and crazier than ever before. (Source: ANN)",TV,13,Finished Airing,"Jul 5, 2009 to Sep 27, 2009",Summer 2009,Sundays at 00:30 (JST),Omnibus Promotion,"None found, add some",Shaft,Manga,,ShounenShounen,23 min. per ep.,R - 17+ (violence & profanity),"7.871 (scored by 4343443,434 users) 1 indicates a weighted score.",#10372 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#2197,"114,109",251,nozomu itoshiki is still the bizarre teacher of the even stranger class f he attempts to teach his students the negative aspects of the world and society only to have each circumstance thrown at his face whenever he tries with more students and friends than before zetsubosenseis life becomes harder and crazier than ever before source ann,nozomu itoshiki still bizarre teacher even stranger class f attempts teach students negative aspects world society circumstance thrown face whenever tries students friends zetsubosenseis life becomes harder crazier ever source ann
Boku no Hero Academia 4th Season,https://myanimelist.net/anime/38408/Boku_no_Hero_Academia_4th_Season,https://cdn.myanimelist.net/images/anime/1412/107914.jpg,"After successfully passing his Provisional Hero License exam, Izuku ""Deku"" Midoriya seeks out an extracurricular internship with a professional hero agency. At the recommendation of his mentor All Might, Deku lands a position under All Might's former sidekick, Sir Nighteye, now a famous hero in his own right. As Deku's classmates further their own abilities through various internships, up-and-coming villain Kai Chisaki utilizes his terrifying powers to gather favor in the criminal underworld. Known by the moniker Overhaul, Chisaki's ambitions collide with the League of Villains and its leader, Tomura Shigaraki. Through his work with Sir Nighteye, Deku discovers Chisaki's crime syndicate and the villain's hostile relationship with a mysterious young girl named Eri. Fearing for the child's safety, Deku and his upperclassman Mirio Toogata must work together to put an end to Chisaki's reign of terror. [Written by MAL Rewrite]",TV,25,Finished Airing,"Oct 12, 2019 to Apr 4, 2020",Fall 2019,Saturdays at 17:30 (JST),"Dentsu, Yomiuri Telecasting, Movic, Sony Music Entertainment, TOHO animation, Shueisha",Funimation,Bones,Manga,,ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.861 (scored by 11953581,195,358 users) 1 indicates a weighted score.",#10382 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#53,"1,912,467","8,175",after successfully passing his provisional hero license exam izuku deku midoriya seeks out an extracurricular internship with a professional hero agency at the recommendation of his mentor all might deku lands a position under all mights former sidekick sir nighteye now a famous hero in his own right as dekus classmates further their own abilities through various internships upandcoming villain kai chisaki utilizes his terrifying powers to gather favor in the criminal underworld known by the moniker overhaul chisakis ambitions collide with the league of villains and its leader tomura shigaraki through his work with sir nighteye deku discovers chisakis crime syndicate and the villains hostile relationship with a mysterious young girl named eri fearing for the childs safety deku and his upperclassman mirio toogata must work together to put an end to chisakis reign of terror written by mal rewrite,successfully passing provisional hero license exam izuku deku midoriya seeks extracurricular internship professional hero agency recommendation mentor might deku lands position mights former sidekick sir nighteye famous hero right dekus classmates abilities various internships upandcoming villain kai chisaki utilizes terrifying powers gather favor criminal underworld known moniker overhaul chisakis ambitions collide league villains leader tomura shigaraki work sir nighteye deku discovers chisakis crime syndicate villains hostile relationship mysterious young girl named eri fearing childs safety deku upperclassman mirio toogata must work together put end chisakis reign terror written mal rewrite
City Hunter 3,https://myanimelist.net/anime/1472/City_Hunter_3,https://cdn.myanimelist.net/images/anime/1147/94393.jpg,"Ryo Saeba is a ""sweeper"" know as the City Hunter. He and his sidekick Kaori Makimura are hired to solve problems that the police can't (or won't) handle. When he's not keeping the streets of Tokyo clean, Ryo is chasing the ladies, and Kaori chases after him with a giant anti-ecchi hammer. (Source: ANN)",TV,13,Finished Airing,"Oct 15, 1989 to Jan 21, 1990",Fall 1989,Unknown,"None found, add some","ADV Films, Discotek Media",Sunrise,Manga,"ActionAction, ComedyComedy, MysteryMystery",ShounenShounen,24 min. per ep.,PG-13 - Teens 13 or older,"7.861 (scored by 2210822,108 users) 1 indicates a weighted score.",#10392 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#4233,"37,392",51,ryo saeba is a sweeper know as the city hunter he and his sidekick kaori makimura are hired to solve problems that the police cant or wont handle when hes not keeping the streets of tokyo clean ryo is chasing the ladies and kaori chases after him with a giant antiecchi hammer source ann,ryo saeba sweeper know city hunter sidekick kaori makimura hired solve problems police cant wont handle hes keeping streets tokyo clean ryo chasing ladies kaori chases giant antiecchi hammer source ann
Hanasaku Iroha Movie: Home Sweet Home,https://myanimelist.net/anime/14175/Hanasaku_Iroha_Movie__Home_Sweet_Home,https://cdn.myanimelist.net/images/anime/9/70701.jpg,"Ohana Matsumae has been working at Kissui Inn as a waitress for a while now. However, she realizes that she is starting to lose her desire to sparkle, having grown accustomed to the routines of her job. As this was a desire she had when she first moved to the inn, the realization bothers her. While having Yuina Wakura—Ohana's classmate, friend, and the daughter of rival Fukuya Inn's owner—under her as an apprentice, Ohana stumbles upon some old archives that mention her mother, Satsuki. Ohana does not know much about her mother, but these archives could shed some light on her past. Besides learning more about her mother, it is business as usual at Kissui Inn—though with a couple of challenges to test Ohana and the staff of the inn. [Written by MAL Rewrite]",Movie,1,Finished Airing,"Mar 9, 2013",,,"Sotsu, Lantis, Infinite",NIS America,P.A. Works,Original,,,1 hr. 6 min.,PG-13 - Teens 13 or older,"7.861 (scored by 3804638,046 users) 1 indicates a weighted score.",#10402 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#2419,"98,839",103,ohana matsumae has been working at kissui inn as a waitress for a while now however she realizes that she is starting to lose her desire to sparkle having grown accustomed to the routines of her job as this was a desire she had when she first moved to the inn the realization bothers her while having yuina wakuraohanas classmate friend and the daughter of rival fukuya inns ownerunder her as an apprentice ohana stumbles upon some old archives that mention her mother satsuki ohana does not know much about her mother but these archives could shed some light on her past besides learning more about her mother it is business as usual at kissui innthough with a couple of challenges to test ohana and the staff of the inn written by mal rewrite,ohana matsumae working kissui inn waitress however realizes starting lose desire sparkle grown accustomed routines job desire first moved inn realization bothers yuina wakuraohanas classmate friend daughter rival fukuya inns ownerunder apprentice ohana stumbles upon old archives mention mother satsuki ohana know much mother archives could shed light past besides learning mother business usual kissui innthough couple challenges test ohana staff inn written mal rewrite
High☆Speed! Movie: Free! Starting Days,https://myanimelist.net/anime/30415/High☆Speed_Movie__Free_Starting_Days,https://cdn.myanimelist.net/images/anime/8/76967.jpg,"Haruka Nanase and Makoto Tachibana have started middle school and must adjust to the changes that come along with growing up. While Makoto fits in with his classmates and remains positive about swimming, Haruka struggles to befriend others or join his school's swim club, as his previous issues with swimming trouble him. Distancing himself from his lively classmates and the swimming club, he has difficulty deciding which club to join instead. The rest of his classmates, including Makoto, are also hesitant as to which clubs to participate in. After an argument leads them to join the swimming club anyway, the boys strive to hone their skills, harmonize their swimming styles, and refine their conflicting feelings toward swimming and each other. As determination and talent run high, Haruka and Makoto—along with their classmates—discover themselves and improve their talents during their starting days. [Written by MAL Rewrite]",Movie,1,Finished Airing,"Dec 5, 2015",,,"Lantis, Shochiku, Pony Canyon, Asahi Broadcasting, I Will",Funimation,Kyoto Animation,Light novel,"DramaDrama, SportsSports",,1 hr. 50 min.,PG-13 - Teens 13 or older,"7.861 (scored by 4636846,368 users) 1 indicates a weighted score.",#10412 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#2398,"100,390",295,haruka nanase and makoto tachibana have started middle school and must adjust to the changes that come along with growing up while makoto fits in with his classmates and remains positive about swimming haruka struggles to befriend others or join his schools swim club as his previous issues with swimming trouble him distancing himself from his lively classmates and the swimming club he has difficulty deciding which club to join instead the rest of his classmates including makoto are also hesitant as to which clubs to participate in after an argument leads them to join the swimming club anyway the boys strive to hone their skills harmonize their swimming styles and refine their conflicting feelings toward swimming and each other as determination and talent run high haruka and makotoalong with their classmatesdiscover themselves and improve their talents during their starting days written by mal rewrite,haruka nanase makoto tachibana started middle school must adjust changes come along growing makoto fits classmates remains positive swimming haruka struggles befriend others join schools swim club previous issues swimming trouble distancing lively classmates swimming club difficulty deciding club join instead rest classmates including makoto also hesitant clubs participate argument leads join swimming club anyway boys strive hone skills harmonize swimming styles refine conflicting feelings toward swimming determination talent run high haruka makotoalong classmatesdiscover improve talents starting days written mal rewrite
K-On!!: Keikaku!,https://myanimelist.net/anime/9734/K-On__Keikaku,https://cdn.myanimelist.net/images/anime/7/26965.jpg,"The summer holidays are coming to an end, but the girls from Houkago Tea Time want to take one more trip before their next semester starts. With countless travel destinations to choose from and as many preferences as there are club members, coming to an agreement seems far-flung. Unable to reach a decision, they remember that they must first apply for new passports. As simple as it may sound, the routine visit to a government office and filing a form soon turns into an all-day adventure for Yui Hirasawa and the rest of the band. [Written by MAL Rewrite]",Special,1,Finished Airing,"Mar 16, 2011",,,"Pony Canyon, Animation Do",Sentai Filmworks,Kyoto Animation,4-koma manga,,,23 min.,PG-13 - Teens 13 or older,"7.861 (scored by 7693276,932 users) 1 indicates a weighted score.",#10422 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#1937,"136,085",254,the summer holidays are coming to an end but the girls from houkago tea time want to take one more trip before their next semester starts with countless travel destinations to choose from and as many preferences as there are club members coming to an agreement seems farflung unable to reach a decision they remember that they must first apply for new passports as simple as it may sound the routine visit to a government office and filing a form soon turns into an allday adventure for yui hirasawa and the rest of the band written by mal rewrite,summer holidays coming end girls houkago tea time want take one trip next semester starts countless travel destinations choose many preferences club members coming agreement seems farflung unable reach decision remember must first apply new passports simple may sound routine visit government office filing form soon turns allday adventure yui hirasawa rest band written mal rewrite
Kami nomi zo Shiru Sekai II,https://myanimelist.net/anime/10080/Kami_nomi_zo_Shiru_Sekai_II,https://cdn.myanimelist.net/images/anime/11/30030.jpg,"Keima Katsuragi, the ""God of Conquest,"" returns to his quest of expelling runaway spirits that have possessed the hearts of women. Still stuck in his contract with the demon Elsie, he must continue to utilize the knowledge he has gained from mastering multitudes of dating simulators and chase out the phantoms that reside within by capturing the hearts of that which he hates most: three-dimensional girls. However, the God of Conquest has his work cut out for him. From exorcising karate practitioners and student teachers to the arrival of Elsie's best friend from Hell, he is up against a wide array of girls that will test his wit and may even take him by surprise. Though he would much rather stick to the world of 2D, he is trapped in lousy reality, and so Keima must trudge forward in his conquest of love. [Written by MAL Rewrite]",TV,12,Finished Airing,"Apr 12, 2011 to Jun 28, 2011",Spring 2011,Tuesdays at 01:30 (JST),"TV Tokyo, Geneon Universal Entertainment",Sentai Filmworks,Manglobe,Manga,"ComedyComedy, RomanceRomance, SupernaturalSupernatural",ShounenShounen,23 min. per ep.,PG-13 - Teens 13 or older,"7.861 (scored by 249989249,989 users) 1 indicates a weighted score.",#10432 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#664,"410,235","1,036",keima katsuragi the god of conquest returns to his quest of expelling runaway spirits that have possessed the hearts of women still stuck in his contract with the demon elsie he must continue to utilize the knowledge he has gained from mastering multitudes of dating simulators and chase out the phantoms that reside within by capturing the hearts of that which he hates most threedimensional girls however the god of conquest has his work cut out for him from exorcising karate practitioners and student teachers to the arrival of elsies best friend from hell he is up against a wide array of girls that will test his wit and may even take him by surprise though he would much rather stick to the world of d he is trapped in lousy reality and so keima must trudge forward in his conquest of love written by mal rewrite,keima katsuragi god conquest returns quest expelling runaway spirits possessed hearts women still stuck contract demon elsie must continue utilize knowledge gained mastering multitudes dating simulators chase phantoms reside within capturing hearts hates threedimensional girls however god conquest work cut exorcising karate practitioners student teachers arrival elsies best friend hell wide array girls test wit may even take surprise though would much rather stick world trapped lousy reality keima must trudge forward conquest love written mal rewrite
Kidou Senshi Gundam: Senkou no Hathaway,https://myanimelist.net/anime/37765/Kidou_Senshi_Gundam__Senkou_no_Hathaway,https://cdn.myanimelist.net/images/anime/1195/115685.jpg,"Thanks to the sacrifices of war heroes like Amuro Ray, the Universal Century's 105th year sees an era of hard-won but short-lived peace. The Earth Federation keeps a militaristic hold on the planet and its surrounding space colonies. Although Char Aznable's rebellion against the neglectful Federation met its ultimate failure, his revolutionary philosophy of true freedom for all human beings lives on. Despite being the son of a famous Federation commander, Hathaway Noa embodies both the undying loyalty of soldier Amuro Ray and the militant passion of rebel leader Char Aznable. Haunted by memories of Char's Rebellion, Hathaway leads a dissident faction of his own known as Mafty. He adopts the alias ""Mafty Navue Erin"" and commits acts of violence in revolt against the growing tyranny of the Federation. After thwarting the hostile takeover of a plane by a terrorist group fraudulently claiming to be Mafty, Hathaway's secret identity is discovered by a young woman named Gigi Andalucia. Hathaway befriends both Gigi and Federation colonel Kenneth Sleg, but his double life endangers them as the armed conflict between Mafty and the Federation comes to a head. [Written by MAL Rewrite]",Movie,1,Finished Airing,"Jun 11, 2021",,,"None found, add some","None found, add some",Sunrise,Novel,"DramaDrama, Sci-FiSci-Fi",,1 hr. 35 min.,PG-13 - Teens 13 or older,"7.861 (scored by 3772937,729 users) 1 indicates a weighted score.",#10442 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#3165,"63,645",386,thanks to the sacrifices of war heroes like amuro ray the universal centurys th year sees an era of hardwon but shortlived peace the earth federation keeps a militaristic hold on the planet and its surrounding space colonies although char aznables rebellion against the neglectful federation met its ultimate failure his revolutionary philosophy of true freedom for all human beings lives on despite being the son of a famous federation commander hathaway noa embodies both the undying loyalty of soldier amuro ray and the militant passion of rebel leader char aznable haunted by memories of chars rebellion hathaway leads a dissident faction of his own known as mafty he adopts the alias mafty navue erin and commits acts of violence in revolt against the growing tyranny of the federation after thwarting the hostile takeover of a plane by a terrorist group fraudulently claiming to be mafty hathaways secret identity is discovered by a young woman named gigi andalucia hathaway befriends both gigi and federation colonel kenneth sleg but his double life endangers them as the armed conflict between mafty and the federation comes to a head written by mal rewrite,thanks sacrifices war heroes like amuro ray universal centurys th year sees era hardwon shortlived peace earth federation keeps militaristic hold planet surrounding space colonies although char aznables rebellion neglectful federation met ultimate failure revolutionary philosophy true freedom human beings lives despite son famous federation commander hathaway noa embodies undying loyalty soldier amuro ray militant passion rebel leader char aznable haunted memories chars rebellion hathaway leads dissident faction known mafty adopts alias mafty navue erin commits acts violence revolt growing tyranny federation thwarting hostile takeover plane terrorist group fraudulently claiming mafty hathaways secret identity discovered young woman named gigi andalucia hathaway befriends gigi federation colonel kenneth sleg double life endangers armed conflict mafty federation comes head written mal rewrite
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,https://myanimelist.net/anime/32871/Kuroko_no_Basket_Movie_3__Winter_Cup_-_Tobira_no_Mukou,https://cdn.myanimelist.net/images/anime/7/80729.jpg,"The Winter Cup finals have arrived, and the Seirin High School basketball team braces itself for the game against its indomitable opponent, Rakuzan High School. With the former Generation of Miracles leader Seijuurou Akashi as their captain, Rakuzan has established itself as the unyielding emperor of the court. Akashi's innate ability, known as the Emperor Eye, allows him to predict his enemies' next move and meticulously dismantle each play, further cementing his absolute authority over the court. Seirin's ""light and shadow"" duo, Taiga Kagami and Tetsuya Kuroko, now find themselves given the ultimate test of teamwork in which they must play with the strongest synergy possible to break through Akashi's omniscience. [Written by MAL Rewrite]",Movie,1,Finished Airing,"Dec 3, 2016",,,"None found, add some","None found, add some",Production I.G,Manga,"ComedyComedy, SportsSports",ShounenShounen,1 hr. 28 min.,PG-13 - Teens 13 or older,"7.861 (scored by 1941119,411 users) 1 indicates a weighted score.",#10452 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#3209,"61,976",38,the winter cup finals have arrived and the seirin high school basketball team braces itself for the game against its indomitable opponent rakuzan high school with the former generation of miracles leader seijuurou akashi as their captain rakuzan has established itself as the unyielding emperor of the court akashis innate ability known as the emperor eye allows him to predict his enemies next move and meticulously dismantle each play further cementing his absolute authority over the court seirins light and shadow duo taiga kagami and tetsuya kuroko now find themselves given the ultimate test of teamwork in which they must play with the strongest synergy possible to break through akashis omniscience written by mal rewrite,winter cup finals arrived seirin high school basketball team braces game indomitable opponent rakuzan high school former generation miracles leader seijuurou akashi captain rakuzan established unyielding emperor court akashis innate ability known emperor eye allows predict enemies next move meticulously dismantle play cementing absolute authority court seirins light shadow duo taiga kagami tetsuya kuroko find given ultimate test teamwork must play strongest synergy possible break akashis omniscience written mal rewrite
New Initial D Movie: Legend 2 - Tousou,https://myanimelist.net/anime/28881/New_Initial_D_Movie__Legend_2_-_Tousou,https://cdn.myanimelist.net/images/anime/6/72246.jpg,"After witnessing the race between Takumi Fujiwara's Toyota AE86 and Keisuke Takahashi's Mazda RX7, Takeshi Nakazato from the Myougi Night Kids sends out a challenge to defeat the AE86 in a downhill battle. Despite his Nissan Skyline GT-R completely outclassing the AE86, Nakazato is told that he will never beat Takumi—a statement that enrages him. Believing that grip racing is far superior to flashy drift racing, Nakazato is dead set on defeating the AE86 to prove that he is the better racer. Thanks to Itsuki Takeuchi's hasty acceptance of the match on his behalf, Takumi is reluctant to get involved with the challenge and chooses not to race, stating that he is not a racer by any means. Overseeing the dilemma, Takumi's employer goads him into accepting. However, when Takumi returns home to get the AE86, he finds that his father has taken the car out for himself. As he waits for his father's return, Takumi begins to feel his itch to race grow ever more. [Written by MAL Rewrite]",Movie,1,Finished Airing,"May 23, 2015",,,"Shochiku, Kodansha, Ultra Super Pictures, Avex Pictures, Sammy",Sentai Filmworks,"SANZIGEN, LIDENFILMS",Manga,,SeinenSeinen,1 hr. 1 min.,PG-13 - Teens 13 or older,"7.861 (scored by 2935929,359 users) 1 indicates a weighted score.",#10462 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#3677,"48,654",49,after witnessing the race between takumi fujiwaras toyota ae and keisuke takahashis mazda rx takeshi nakazato from the myougi night kids sends out a challenge to defeat the ae in a downhill battle despite his nissan skyline gtr completely outclassing the ae nakazato is told that he will never beat takumia statement that enrages him believing that grip racing is far superior to flashy drift racing nakazato is dead set on defeating the ae to prove that he is the better racer thanks to itsuki takeuchis hasty acceptance of the match on his behalf takumi is reluctant to get involved with the challenge and chooses not to race stating that he is not a racer by any means overseeing the dilemma takumis employer goads him into accepting however when takumi returns home to get the ae he finds that his father has taken the car out for himself as he waits for his fathers return takumi begins to feel his itch to race grow ever more written by mal rewrite,witnessing race takumi fujiwaras toyota ae keisuke takahashis mazda rx takeshi nakazato myougi night kids sends challenge defeat ae downhill battle despite nissan skyline gtr completely outclassing ae nakazato told never beat takumia statement enrages believing grip racing far superior flashy drift racing nakazato dead set defeating ae prove better racer thanks itsuki takeuchis hasty acceptance match behalf takumi reluctant get involved challenge chooses race stating racer means overseeing dilemma takumis employer goads accepting however takumi returns home get ae finds father taken car waits fathers return takumi begins feel itch race grow ever written mal rewrite
Non Non Biyori Repeat: Hotaru ga Tanoshinda,https://myanimelist.net/anime/32547/Non_Non_Biyori_Repeat__Hotaru_ga_Tanoshinda,https://cdn.myanimelist.net/images/anime/13/78136.jpg,"Life in rural Asahigaoka moves at its own pace. Devoid of the pleasures and worries of a bustling metropolis, this small village might seem painfully dull at first glance. However, despite living this far from her hometown of Tokyo, Hotaru Ichijou manages to find a group of friends whom she can spend quality time with. No matter whether it is winter, spring, summer, or fall, they make full use of everything the nature around them has to offer. [Written by MAL Rewrite]",OVA,1,Finished Airing,"Sep 23, 2016",,,"None found, add some","None found, add some",SILVER LINK.,Manga,,SeinenSeinen,24 min.,PG-13 - Teens 13 or older,"7.861 (scored by 2719727,197 users) 1 indicates a weighted score.",#10472 2 based on the top anime page. Please note that 'Not yet aired' and 'R18+' titles are excluded.,#3476,"53,856",45,life in rural asahigaoka moves at its own pace devoid of the pleasures and worries of a bustling metropolis this small village might seem painfully dull at first glance however despite living this far from her hometown of tokyo hotaru ichijou manages to find a group of friends whom she can spend quality time with no matter whether it is winter spring summer or fall they make full use of everything the nature around them has to offer written by mal rewrite,life rural asahigaoka moves pace devoid pleasures worries bustling metropolis small village might seem painfully dull first glance however despite living far hometown tokyo hotaru ichijou manages find group friends spend quality time matter whether winter spring summer fall make full use everything nature around offer written mal rewrite
